Secteur d'activité;Année;Trimestre;Dernier jour du trimestre;Immatriculations;Radiations;Economiquement actifs;Administrativement actifs;Chiffres d'affaires
G4 - Commerce de détail non alimentaire (hors pharmacie);2012;3;2012-09-30;2767.0;2554.0;19577.0;34938.0;80588465.0
HZ2 - Transports routier de fret et déménagement;2012;3;2012-09-30;143.0;114.0;544.0;1303.0;1929755.0
R1 - Arts, spectacles et autres activités récréatives;2012;3;2012-09-30;3502.0;2311.0;20401.0;42000.0;48262905.0
G6 - Commerce de détail non spécialisé;2012;4;2012-12-31;3485.0;4682.0;16011.0;32053.0;59989807.0
IZ2 - Restauration et débits de boissons;2012;4;2012-12-31;1798.0;2102.0;9750.0;18975.0;46201301.0
M2 - Activités comptables, de conseil et d'ingénierie;2012;4;2012-12-31;2759.0;3537.0;14952.0;27474.0;67378194.0
G1 - Commerce-réparation d'automobiles;2013;1;2013-03-31;3004.0;1323.0;9390.0;19895.0;38470092.0
HZ2 - Transports routier de fret et déménagement;2013;1;2013-03-31;185.0;109.0;574.0;1344.0;1690963.0
F2 - BTP travaux d'installation;2013;2;2013-06-30;2757.0;1926.0;17202.0;30537.0;82051401.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2013;2;2013-06-30;3898.0;2649.0;21856.0;37224.0;77008069.0
LZ - Activités immobilières;2013;2;2013-06-30;1148.0;874.0;5229.0;11234.0;24428770.0
QZ - Santé;2013;2;2013-06-30;2769.0;1182.0;26044.0;34804.0;64251660.0
F3 - BTP travaux de finition;2013;3;2013-09-30;4666.0;3388.0;35351.0;62924.0;152414193.0
LZ - Activités immobilières;2013;3;2013-09-30;1046.0;840.0;5575.0;11440.0;29491472.0
M2 - Activités comptables, de conseil et d'ingénierie;2013;3;2013-09-30;2673.0;1896.0;15764.0;31389.0;61559437.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2013;3;2013-09-30;1762.0;1496.0;12776.0;25502.0;36974383.0
N2 - Autres activités de service administratif et de soutien;2013;3;2013-09-30;2914.0;2570.0;20755.0;37432.0;64122145.0
R1 - Arts, spectacles et autres activités récréatives;2013;3;2013-09-30;3556.0;2483.0;24018.0;46643.0;53343918.0
G6 - Commerce de détail non spécialisé;2013;4;2013-12-31;2841.0;3817.0;17361.0;32409.0;62680698.0
HZ3 - Activités de poste et de courrier;2013;4;2013-12-31;186.0;172.0;411.0;1077.0;1142651.0
HZ4 - Autres activités de transports et entreposage;2014;1;2014-03-31;468.0;246.0;1460.0;3704.0;4005644.0
R1 - Arts, spectacles et autres activités récréatives;2014;1;2014-03-31;4191.0;2167.0;23569.0;48579.0;49839267.0
S3 - Autres services personnels;2014;1;2014-03-31;3381.0;1827.0;22034.0;36142.0;49483195.0
UZ - Autres;2014;1;2014-03-31;6.0;6.0;35.0;72.0;97545.0
CZ1 - Industrie;2014;2;2014-06-30;4166.0;2409.0;33070.0;51986.0;90276987.0
F1 - BTP gros-oeuvre;2014;2;2014-06-30;3930.0;2598.0;22429.0;41890.0;96174255.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2014;3;2014-09-30;229.0;236.0;1593.0;2737.0;8303513.0
HZ1 - Taxis - VTC;2014;3;2014-09-30;780.0;292.0;1637.0;4338.0;5127599.0
LZ - Activités immobilières;2014;3;2014-09-30;1099.0;940.0;6143.0;12732.0;31846405.0
R1 - Arts, spectacles et autres activités récréatives;2014;3;2014-09-30;3778.0;2627.0;26705.0;50763.0;58825428.0
F1 - BTP gros-oeuvre;2014;4;2014-12-31;2672.0;3343.0;22126.0;41816.0;97633728.0
F2 - BTP travaux d'installation;2014;4;2014-12-31;2311.0;3191.0;19598.0;32787.0;99850879.0
G2 - Commerce de gros, intermédiaires du commerce;2014;4;2014-12-31;2282.0;2922.0;11206.0;23047.0;51014315.0
G6 - Commerce de détail non spécialisé;2014;4;2014-12-31;2727.0;4243.0;17693.0;31346.0;63087450.0
M1 - Activités juridiques;2014;4;2014-12-31;106.0;289.0;935.0;1264.0;6493167.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2014;4;2014-12-31;1930.0;2690.0;14521.0;25941.0;47020445.0
N2 - Autres activités de service administratif et de soutien;2014;4;2014-12-31;2797.0;4642.0;22383.0;36636.0;73300492.0
R2 - Activités sportives;2014;4;2014-12-31;1868.0;1943.0;17596.0;26070.0;46102772.0
G6 - Commerce de détail non spécialisé;2015;1;2015-03-31;2991.0;1663.0;16811.0;32674.0;54082046.0
HZ4 - Autres activités de transports et entreposage;2015;1;2015-03-31;441.0;174.0;1476.0;4077.0;3989402.0
QZ - Santé;2015;1;2015-03-31;4749.0;1043.0;34808.0;45902.0;86561155.0
S3 - Autres services personnels;2015;1;2015-03-31;3496.0;1336.0;23642.0;38483.0;53985286.0
CZ2 - Métiers de bouche;2015;2;2015-06-30;1621.0;712.0;10990.0;19014.0;37603733.0
IZ1 - Hébergement;2015;2;2015-06-30;419.0;124.0;4830.0;5925.0;27012540.0
KZ - Activités financières et d'assurance;2015;2;2015-06-30;579.0;297.0;2682.0;5566.0;10916968.0
LZ - Activités immobilières;2015;2;2015-06-30;1444.0;679.0;6552.0;14523.0;32133563.0
CZ2 - Métiers de bouche;2015;3;2015-09-30;1161.0;810.0;11397.0;19365.0;44593068.0
F3 - BTP travaux de finition;2015;3;2015-09-30;3447.0;1966.0;41028.0;75146.0;178785780.0
G5 - Commerce de détail sur marchés non classé ailleurs;2015;3;2015-09-30;2043.0;1517.0;31555.0;50303.0;71747104.0
R2 - Activités sportives;2015;3;2015-09-30;1949.0;959.0;18634.0;29294.0;45775057.0
UZ - Autres;2015;3;2015-09-30;1.0;3.0;33.0;64.0;82350.0
CZ2 - Métiers de bouche;2015;4;2015-12-31;1208.0;2785.0;10887.0;17788.0;40611719.0
G6 - Commerce de détail non spécialisé;2015;4;2015-12-31;2134.0;6706.0;17645.0;29053.0;66755940.0
HZ4 - Autres activités de transports et entreposage;2015;4;2015-12-31;389.0;1088.0;1557.0;3773.0;4694965.0
M1 - Activités juridiques;2015;4;2015-12-31;80.0;307.0;890.0;1252.0;6113277.0
PZ - Enseignement;2015;4;2015-12-31;4170.0;7352.0;42500.0;60414.0;132055300.0
QZ - Santé;2015;4;2015-12-31;3264.0;5168.0;39254.0;47867.0;103265739.0
F1 - BTP gros-oeuvre;2016;1;2016-03-31;3595.0;1290.0;23649.0;44304.0;97326856.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2016;1;2016-03-31;299.0;156.0;1599.0;2912.0;6320221.0
HZ2 - Transports routier de fret et déménagement;2016;1;2016-03-31;267.0;128.0;834.0;1922.0;2314222.0
M3 - Conseil pour les affaires et autres conseils de gestion;2016;1;2016-03-31;6302.0;2167.0;23963.0;49195.0;106115746.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2016;2;2016-06-30;3278.0;1548.0;25095.0;42283.0;89246408.0
HZ3 - Activités de poste et de courrier;2016;2;2016-06-30;3143.0;742.0;2858.0;8745.0;5453519.0
M2 - Activités comptables, de conseil et d'ingénierie;2016;2;2016-06-30;3117.0;1376.0;20647.0;39422.0;88501349.0
M3 - Conseil pour les affaires et autres conseils de gestion;2016;2;2016-06-30;5069.0;2195.0;25108.0;52069.0;110859496.0
CZ1 - Industrie;2016;3;2016-09-30;2870.0;1374.0;38670.0;60223.0;109777385.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2016;3;2016-09-30;2260.0;1721.0;25697.0;42822.0;102212098.0
G5 - Commerce de détail sur marchés non classé ailleurs;2016;3;2016-09-30;1761.0;1281.0;32284.0;50067.0;74229481.0
HZ4 - Autres activités de transports et entreposage;2016;3;2016-09-30;260.0;219.0;1591.0;4234.0;4868846.0
N2 - Autres activités de service administratif et de soutien;2016;3;2016-09-30;2413.0;1506.0;23564.0;40346.0;76302769.0
AZ - Agriculture, sylviculture et pêche;2016;4;2016-12-31;94.0;283.0;1631.0;2263.0;4952872.0
F1 - BTP gros-oeuvre;2016;4;2016-12-31;1925.0;6989.0;26068.0;42274.0;131764213.0
F2 - BTP travaux d'installation;2016;4;2016-12-31;1664.0;5248.0;22452.0;32746.0;134995752.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2016;4;2016-12-31;2312.0;6289.0;24696.0;38845.0;93417761.0
N1 - Activités de nettoyage;2016;4;2016-12-31;1898.0;4267.0;19907.0;29634.0;64346581.0
KZ - Activités financières et d'assurance;2017;1;2017-03-31;790.0;308.0;3119.0;6074.0;15179229.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2017;2;2017-06-30;328.0;168.0;1784.0;3107.0;8779118.0
LZ - Activités immobilières;2017;2;2017-06-30;2426.0;902.0;9072.0;20115.0;51721400.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2017;2;2017-06-30;2058.0;821.0;16709.0;31862.0;58975071.0
M5 - Autres activités scientifiques et techniques;2017;2;2017-06-30;3752.0;1592.0;31381.0;56979.0;107888731.0
QZ - Santé;2017;2;2017-06-30;3488.0;1408.0;47984.0;61988.0;131829713.0
R2 - Activités sportives;2017;2;2017-06-30;1606.0;718.0;21861.0;32594.0;59392912.0
S1 - Réparations hors automobile;2017;2;2017-06-30;1030.0;540.0;15791.0;22750.0;48201453.0
S3 - Autres services personnels;2017;2;2017-06-30;3190.0;1206.0;29238.0;45137.0;76130882.0
UZ - Autres;2017;2;2017-06-30;0.0;1.0;34.0;53.0;82082.0
F1 - BTP gros-oeuvre;2017;3;2017-09-30;2141.0;1053.0;26840.0;47605.0;125083771.0
F2 - BTP travaux d'installation;2017;3;2017-09-30;1896.0;905.0;22441.0;36838.0;124540258.0
HZ2 - Transports routier de fret et déménagement;2017;3;2017-09-30;251.0;121.0;1047.0;2647.0;3071818.0
IZ1 - Hébergement;2017;3;2017-09-30;356.0;194.0;6348.0;7359.0;55046852.0
M1 - Activités juridiques;2017;3;2017-09-30;53.0;33.0;814.0;1333.0;4490064.0
M2 - Activités comptables, de conseil et d'ingénierie;2017;3;2017-09-30;3258.0;1716.0;21899.0;43730.0;88169775.0
S3 - Autres services personnels;2017;3;2017-09-30;3180.0;1367.0;29640.0;46950.0;73465071.0
F1 - BTP gros-oeuvre;2017;4;2017-12-31;2174.0;5474.0;27456.0;44305.0;152603000.0
G2 - Commerce de gros, intermédiaires du commerce;2017;4;2017-12-31;3265.0;4775.0;15377.0;30694.0;86056989.0
G6 - Commerce de détail non spécialisé;2017;4;2017-12-31;3466.0;5215.0;18945.0;32027.0;77824105.0
HZ4 - Autres activités de transports et entreposage;2017;4;2017-12-31;278.0;957.0;1551.0;3422.0;4964437.0
JZ - Informatique, information et communication;2017;4;2017-12-31;3940.0;7423.0;24409.0;44951.0;93662943.0
QZ - Santé;2018;1;2018-03-31;6648.0;1406.0;53057.0;68360.0;155207519.0
R1 - Arts, spectacles et autres activités récréatives;2018;1;2018-03-31;6151.0;1882.0;36935.0;68532.0;94338674.0
F2 - BTP travaux d'installation;2018;2;2018-06-30;2622.0;922.0;24713.0;38800.0;158358760.0
G2 - Commerce de gros, intermédiaires du commerce;2018;2;2018-06-30;3662.0;1510.0;16527.0;36186.0;94263398.0
IZ1 - Hébergement;2018;2;2018-06-30;626.0;148.0;6634.0;8106.0;39926605.0
M2 - Activités comptables, de conseil et d'ingénierie;2018;2;2018-06-30;3906.0;1721.0;24991.0;47040.0;123771152.0
F3 - BTP travaux de finition;2018;3;2018-09-30;3766.0;1575.0;49701.0;80433.0;273782217.0
HZ1 - Taxis - VTC;2018;3;2018-09-30;1722.0;500.0;6844.0;15976.0;29337125.0
N1 - Activités de nettoyage;2018;3;2018-09-30;2836.0;1010.0;26657.0;41241.0;97780887.0
S3 - Autres services personnels;2018;3;2018-09-30;4338.0;1659.0;34654.0;55027.0;91402473.0
CZ2 - Métiers de bouche;2018;4;2018-12-31;1167.0;2551.0;13055.0;20305.0;55376550.0
M3 - Conseil pour les affaires et autres conseils de gestion;2019;3;2019-09-30;10566.0;5212.0;42444.0;100004.0;222455829.0
M5 - Autres activités scientifiques et techniques;2019;3;2019-09-30;5791.0;1965.0;41704.0;75295.0;170646207.0
HZ3 - Activités de poste et de courrier;2020;1;2020-03-31;12904.0;3641.0;24975.0;95096.0;42476965.0
IZ2 - Restauration et débits de boissons;2020;1;2020-03-31;4616.0;1335.0;20287.0;43960.0;87427760.0
JZ - Informatique, information et communication;2020;1;2020-03-31;7526.0;1907.0;33921.0;69747.0;186921555.0
M5 - Autres activités scientifiques et techniques;2020;1;2020-03-31;7394.0;1682.0;40502.0;80728.0;158010526.0
PZ - Enseignement;2020;1;2020-03-31;7407.0;2124.0;59967.0;98254.0;190703912.0
AZ - Agriculture, sylviculture et pêche;2020;2;2020-06-30;120.0;39.0;1830.0;2939.0;6644411.0
F2 - BTP travaux d'installation;2020;2;2020-06-30;2675.0;800.0;29905.0;51072.0;184956205.0
PZ - Enseignement;2020;2;2020-06-30;3103.0;1988.0;49281.0;99369.0;135371470.0
S2 - Coiffure et soins du corps;2020;3;2020-09-30;4862.0;1348.0;55560.0;74219.0;164529922.0
AZ - Agriculture, sylviculture et pêche;2020;4;2020-12-31;166.0;270.0;2072.0;2937.0;7949617.0
S2 - Coiffure et soins du corps;2020;4;2020-12-31;4697.0;4245.0;57208.0;74671.0;145804501.0
G2 - Commerce de gros, intermédiaires du commerce;2023;2;2023-06-30;3094.0;1880.0;29340.0;68768.0;204933341.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2023;2;2023-06-30;2461.0;1024.0;33292.0;55099.0;183055246.0
HZ4 - Autres activités de transports et entreposage;2023;3;2023-09-30;556.0;151.0;2633.0;6248.0;12231141.0
N1 - Activités de nettoyage;2024;1;2024-03-31;12787.0;2521.0;72664.0;133940.0;284389565.0
QZ - Santé;2024;1;2024-03-31;7027.0;1710.0;86643.0;118371.0;386331606.0
UZ - Autres;2024;1;2024-03-31;8.0;1.0;43.0;87.0;124756.0
S3 - Autres services personnels;2024;2;2024-06-30;11891.0;3275.0;104553.0;178988.0;332155275.0
F2 - BTP travaux d'installation;2024;3;2024-09-30;3993.0;1401.0;43509.0;79520.0;327536586.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2024;3;2024-09-30;223.0;156.0;2908.0;5859.0;21834556.0
N1 - Activités de nettoyage;2024;4;2024-12-31;11708.0;15422.837001;80827.0;148685.0;345818685.0
G2 - Commerce de gros, intermédiaires du commerce;2009;2;2009-06-30;2236.0;96.0;1138.0;4399.0;5579034.0
AZ - Agriculture, sylviculture et pêche;2009;3;2009-09-30;172.0;15.0;292.0;573.0;880387.0
F1 - BTP gros-oeuvre;2009;4;2009-12-31;3375.0;507.0;4255.0;11644.0;18269919.0
HZ1 - Taxis - VTC;2009;4;2009-12-31;146.0;33.0;152.0;448.0;486085.0
N2 - Autres activités de service administratif et de soutien;2010;1;2010-03-31;6813.0;791.0;8542.0;22175.0;25059339.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2010;2;2010-06-30;342.0;82.0;776.0;1679.0;4060097.0
M2 - Activités comptables, de conseil et d'ingénierie;2010;2;2010-06-30;3014.0;417.0;7449.0;17002.0;34018799.0
S3 - Autres services personnels;2010;2;2010-06-30;4653.0;859.0;10670.0;24459.0;26314392.0
G2 - Commerce de gros, intermédiaires du commerce;2010;3;2010-09-30;1974.0;654.0;5037.0;14873.0;23696062.0
R1 - Arts, spectacles et autres activités récréatives;2010;3;2010-09-30;3512.0;741.0;11807.0;28506.0;27815480.0
M2 - Activités comptables, de conseil et d'ingénierie;2011;1;2011-03-31;3221.0;1150.0;10172.0;22127.0;46280168.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2011;2;2011-06-30;3934.0;3170.0;15927.0;31183.0;64860352.0
S1 - Réparations hors automobile;2011;2;2011-06-30;1972.0;1817.0;10354.0;20236.0;28160536.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2011;3;2011-09-30;1901.0;1570.0;9804.0;22545.0;31140877.0
F3 - BTP travaux de finition;2011;4;2011-12-31;4685.0;4165.0;23779.0;47499.0;116740724.0
G6 - Commerce de détail non spécialisé;2011;4;2011-12-31;3351.0;3580.0;14151.0;31432.0;53735155.0
PZ - Enseignement;2012;1;2012-03-31;5034.0;1874.0;24471.0;42712.0;77879862.0
S2 - Coiffure et soins du corps;2012;1;2012-03-31;5088.0;2338.0;27597.0;40192.0;62796619.0
HZ3 - Activités de poste et de courrier;2012;2;2012-06-30;133.0;106.0;326.0;955.0;996840.0
M2 - Activités comptables, de conseil et d'ingénierie;2012;2;2012-06-30;2864.0;1628.0;13514.0;27401.0;59695400.0
AZ - Agriculture, sylviculture et pêche;2012;3;2012-09-30;134.0;82.0;1140.0;1768.0;3912524.0
HZ1 - Taxis - VTC;2012;3;2012-09-30;215.0;134.0;836.0;1751.0;2625728.0
CZ2 - Métiers de bouche;2012;4;2012-12-31;1271.0;1367.0;7782.0;14122.0;29130506.0
G1 - Commerce-réparation d'automobiles;2012;4;2012-12-31;2245.0;2171.0;8568.0;18214.0;39729782.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2013;1;2013-03-31;300.0;157.0;1220.0;2252.0;4960567.0
HZ4 - Autres activités de transports et entreposage;2013;1;2013-03-31;474.0;188.0;1158.0;3004.0;3459375.0
G1 - Commerce-réparation d'automobiles;2013;2;2013-06-30;2608.0;1721.0;10174.0;20782.0;43482342.0
G5 - Commerce de détail sur marchés non classé ailleurs;2013;3;2013-09-30;2309.0;2354.0;28547.0;43832.0;66462586.0
S1 - Réparations hors automobile;2013;3;2013-09-30;1215.0;1140.0;13945.0;21339.0;35715969.0
S1 - Réparations hors automobile;2013;4;2013-12-31;1315.0;1582.0;13955.0;21072.0;38988422.0
UZ - Autres;2013;4;2013-12-31;0.0;10.0;48.0;72.0;154522.0
G2 - Commerce de gros, intermédiaires du commerce;2014;1;2014-03-31;2894.0;1784.0;10151.0;23122.0;42426506.0
IZ2 - Restauration et débits de boissons;2014;1;2014-03-31;2538.0;1320.0;11042.0;22317.0;45442507.0
M1 - Activités juridiques;2014;1;2014-03-31;166.0;54.0;780.0;1366.0;3533009.0
M3 - Conseil pour les affaires et autres conseils de gestion;2014;1;2014-03-31;5512.0;2459.0;20765.0;42561.0;88727878.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2014;1;2014-03-31;2337.0;1296.0;13169.0;26217.0;39688320.0
N2 - Autres activités de service administratif et de soutien;2014;1;2014-03-31;3656.0;2164.0;20504.0;38034.0;60333906.0
QZ - Santé;2014;1;2014-03-31;4139.0;1172.0;29851.0;39821.0;72370568.0
R2 - Activités sportives;2014;3;2014-09-30;2854.0;1168.0;17027.0;26145.0;40834765.0
CZ2 - Métiers de bouche;2014;4;2014-12-31;1449.0;1605.0;9936.0;17221.0;34152965.0
UZ - Autres;2015;1;2015-03-31;7.0;2.0;32.0;66.0;82328.0
R1 - Arts, spectacles et autres activités récréatives;2015;2;2015-06-30;3786.0;1456.0;29682.0;55346.0;69686556.0
LZ - Activités immobilières;2015;3;2015-09-30;1374.0;765.0;7135.0;15132.0;39826357.0
AZ - Agriculture, sylviculture et pêche;2015;4;2015-12-31;115.0;296.0;1549.0;2221.0;4705479.0
M5 - Autres activités scientifiques et techniques;2016;1;2016-03-31;5230.0;1836.0;27358.0;51943.0;87184952.0
HZ4 - Autres activités de transports et entreposage;2016;2;2016-06-30;418.0;201.0;1586.0;4193.0;4664193.0
JZ - Informatique, information et communication;2016;2;2016-06-30;3406.0;1689.0;21678.0;44551.0;75611600.0
LZ - Activités immobilières;2016;2;2016-06-30;1880.0;765.0;7552.0;16843.0;40478056.0
S1 - Réparations hors automobile;2016;2;2016-06-30;1097.0;622.0;15892.0;23227.0;47057541.0
AZ - Agriculture, sylviculture et pêche;2016;3;2016-09-30;122.0;53.0;1658.0;2452.0;5151417.0
CZ2 - Métiers de bouche;2016;3;2016-09-30;1098.0;779.0;12150.0;20144.0;48890603.0
HZ2 - Transports routier de fret et déménagement;2016;3;2016-09-30;249.0;133.0;948.0;2229.0;2855240.0
M1 - Activités juridiques;2016;3;2016-09-30;115.0;32.0;839.0;1479.0;4660118.0
HZ2 - Transports routier de fret et déménagement;2016;4;2016-12-31;336.0;448.0;983.0;2117.0;2919949.0
KZ - Activités financières et d'assurance;2016;4;2016-12-31;591.0;1072.0;3258.0;5592.0;15191078.0
M1 - Activités juridiques;2016;4;2016-12-31;69.0;325.0;929.0;1223.0;6429555.0
M5 - Autres activités scientifiques et techniques;2017;1;2017-03-31;5417.0;1614.0;29693.0;54819.0;98147234.0
HZ2 - Transports routier de fret et déménagement;2017;2;2017-06-30;322.0;143.0;1046.0;2517.0;3084165.0
IZ2 - Restauration et débits de boissons;2017;3;2017-09-30;2469.0;1577.0;18242.0;31790.0;109018261.0
M1 - Activités juridiques;2017;4;2017-12-31;66.0;185.0;857.0;1214.0;5683003.0
M2 - Activités comptables, de conseil et d'ingénierie;2017;4;2017-12-31;3666.0;6124.0;23912.0;41272.0;108165977.0
PZ - Enseignement;2017;4;2017-12-31;5281.0;7107.0;49880.0;71881.0;162422443.0
F2 - BTP travaux d'installation;2018;1;2018-03-31;3504.0;947.0;23710.0;37100.0;141745929.0
N2 - Autres activités de service administratif et de soutien;2018;1;2018-03-31;4621.0;1404.0;25431.0;42780.0;88151757.0
S3 - Autres services personnels;2018;1;2018-03-31;5521.0;1361.0;32198.0;49529.0;83377117.0
CZ2 - Métiers de bouche;2018;2;2018-06-30;1656.0;660.0;12935.0;21275.0;50670434.0
KZ - Activités financières et d'assurance;2018;3;2018-09-30;669.0;341.0;3763.0;7780.0;19359601.0
R2 - Activités sportives;2018;3;2018-09-30;2878.0;977.0;24014.0;38606.0;66781807.0
QZ - Santé;2019;1;2019-03-31;6801.0;1529.0;59809.0;76633.0;190338430.0
CZ2 - Métiers de bouche;2019;2;2019-06-30;1730.0;621.0;14028.0;22546.0;60502302.0
G5 - Commerce de détail sur marchés non classé ailleurs;2019;2;2019-06-30;2389.0;868.0;32802.0;49805.0;83151114.0
N2 - Autres activités de service administratif et de soutien;2019;3;2019-09-30;4249.0;1674.0;32714.0;54061.0;128717443.0
QZ - Santé;2019;3;2019-09-30;5006.0;1798.0;62135.0;82171.0;173146097.0
